icnhi;isomeric_smiles;Cannonical_smiles
FBOZXECLQNJBKD-ZDUSSCGKSA-N;CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O;CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
ZYVXTMKTGDARKR-UHFFFAOYSA-N;CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=CC(=N3)C4=CN(C5=C4C=CN=C5)C)OC;CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=CC(=N3)C4=CN(C5=C4C=CN=C5)C)OC
YQNRVGJCPCNMKT-LFVJCYFKSA-N;C=CCC1=C(C(=CC=C1)/C=N/NC(=O)C[NH+]2CCN(CC2)CC3=CC=CC=C3)[O-];C=CCC1=C(C(=CC=C1)C=NNC(=O)C[NH+]2CCN(CC2)CC3=CC=CC=C3)[O-]
GYCPCOJTCINIFZ-OXJNMPFZSA-N;CC[C@H](CC#N)OC(=O)N[C@@H](C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC;CCC(CC#N)OC(=O)NC(C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC
PNMYJIOQIAEYQL-UHFFFAOYSA-N;C1CC1NC2=NC(=NC(=C2)C3=C(C(=CC=C3)Cl)Cl)N;C1CC1NC2=NC(=NC(=C2)C3=C(C(=CC=C3)Cl)Cl)N
GNMUEVRJHCWKTO-FQEVSTJZSA-N;CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C;CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C
GOLCXWYRSKYTSP-UHFFFAOYSA-N;O1[As]2O[As]1O2;O1[As]2O[As]1O2
BLVQHYHDYFTPDV-VCABWLAWSA-N;C1=CC=C(C=C1)/C=C/CN2C=C(C=N2)/C=C/C(=O)NC3=C(C=C(C=C3)F)N;C1=CC=C(C=C1)C=CCN2C=C(C=N2)C=CC(=O)NC3=C(C=C(C=C3)F)N
ZAVGJDAFCZAWSZ-UHFFFAOYSA-N;C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O;C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O
SFNSLLSYNZWZQG-VQIMIIECSA-N;CN1CC[C@H](C[C@@H]1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N;CN1CCC(CC1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N
BPQMGSKTAYIVFO-UHFFFAOYSA-N;CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl;CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
NKANXQFJJICGDU-QPLCGJKRSA-N;CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3;CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
KKGQTZUTZRNORY-UHFFFAOYSA-N;CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N;CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N
YTRRAUACYORZLX-UHFFFAOYSA-N;C1CCC(CC1)C(CC2C3=CC=CC=C3C4=CN=CN24)O;C1CCC(CC1)C(CC2C3=CC=CC=C3C4=CN=CN24)O
OZPFIJIOIVJZMN-SFHVURJKSA-N;CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)[C@]3(CCN4C3=CN=C4)O;CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)C3(CCN4C3=CN=C4)O
ONDYALNGTUAJDX-UHFFFAOYSA-N;CN1C2=C(C(=CC=C2)OC)C(=C(C1=O)C(=O)N(C)C3=CC=C(C=C3)C(F)(F)F)O;CN1C2=C(C(=CC=C2)OC)C(=C(C1=O)C(=O)N(C)C3=CC=C(C=C3)C(F)(F)F)O
SOIISBQQYAGDKM-VFYMIVFZSA-N;C[C@@H]1C[C@@H]2CC[C@H]3[C@@]2(C(=C1)C(=O)O3)O;CC1CC2CCC3C2(C(=C1)C(=O)O3)O
BHLXTPHDSZUFHR-UHFFFAOYSA-N;CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N;CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N
ZXGGCBQORXDVTE-UMCMBGNQSA-N;C1=CC(=CC=C1COC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3NCC5=CC(=C(C=C5)Cl)Cl)N)O)O)C#N;C1=CC(=CC=C1COCC2C(C(C(O2)N3C4=NC=NC(=C4N=C3NCC5=CC(=C(C=C5)Cl)Cl)N)O)O)C#N
XXYGTCZJJLTAGH-UHFFFAOYSA-N;CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4;CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4
HKVAMNSJSFKALM-GKUWKFKPSA-N;C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC;CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
CBPNZQVSJQDFBE-FUXHJELOSA-N;C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC;CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
RCINICONZNJXQF-MZXODVADSA-N;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
UHDGCWIWMRVCDJ-CCXZUQQUSA-N;C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O;C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
FPVKHBSQESCIEP-JQCXWYLXSA-N;C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O;C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
BPEGJWRSRHCHSN-UHFFFAOYSA-N;CN1C(=O)N2C=NC(=C2N=N1)C(=O)N;CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
FABUFPQFXZVHFB-PVYNADRNSA-N;C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C;CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C
HMABYWSNWIZPAG-UHFFFAOYSA-N;CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2;CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
WYWHKKSPHMUBEB-UHFFFAOYSA-N;C1=NC2=C(N1)C(=NC(=N2)N)S;C1=NC2=C(N1)C(=NC(=N2)N)S
WAEXFXRVDQXREF-UHFFFAOYSA-N;C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO;C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
NMUSYJAQQFHJEW-KVTDHHQDSA-N;C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N;C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
OFCNXPDARWKPPY-UHFFFAOYSA-N;C1=C2C(=NC=NC2=O)NN1;C1=C2C(=NC=NC2=O)NN1
GOTYRUGSSMKFNF-UHFFFAOYSA-N;C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N;C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
BLCLNMBMMGCOAS-URPVMXJPSA-N;CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6;CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
UEJJHQNACJXSKW-UHFFFAOYSA-N;C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O;C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
UVSMNLNDYGZFPF-UHFFFAOYSA-N;C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N;C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
HPJKCIUCZWXJDR-UHFFFAOYSA-N;C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3;C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
AXRCEOKUDYDWLF-UHFFFAOYSA-N;CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7;CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7
BCFGMOOMADDAQU-UHFFFAOYSA-N;CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl;CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
FPOHNWQLNRZRFC-ZHACJKMWSA-N;CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO;CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO
AEQFSUDEHCCHBT-UHFFFAOYSA-M;CCCC(CCC)C(=O)[O-].[Na+];CCCC(CCC)C(=O)[O-].[Na+]
QIUASFSNWYMDFS-NILGECQDSA-N;CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CC=C)CC=C)/C4=C(C3=O)O)COC)C)C;CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C(=CN(CC=C)CC=C)C4=C(C3=O)O)COC)C)C
BLQYVHBZHAISJM-CMDGGOBGSA-N;CC1=CC(=NN1)NC2=CC(=NC(=N2)/C=C/C3=CC=CC=C3)N4CCN(CC4)C;CC1=CC(=NN1)NC2=CC(=NC(=N2)C=CC3=CC=CC=C3)N4CCN(CC4)C
XMYKNCNAZKMVQN-NYYWCZLTSA-N;C1=CC(=C(N=C1)/C=N/NC(=S)N)N;C1=CC(=C(N=C1)C=NNC(=S)N)N
VWUXBMIQPBEWFH-WCCTWKNTSA-N;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F;CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
ZOCKGBMQLCSHFP-KQRAQHLDSA-N;CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O;CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
MHXGEROHKGDZGO-UHFFFAOYSA-N;CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2;CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
LSXUTRRVVSPWDZ-WOTGAKFBSA-N;;
KXMZDGSRSGHMMK-VWLOTQADSA-N;C1CCN(C1)[C@H]2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76;C1CCN(C1)C2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76
SYYBDNPGDKKJDU-ZDUSSCGKSA-N;CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OC[C@@H]3CNCCO3;CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OCC3CNCCO3
CUIHSIWYWATEQL-UHFFFAOYSA-N;CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N;CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
YIQPUIGJQJDJOS-UHFFFAOYSA-N;C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3;C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3
XZWYZXLIPXDOLR-UHFFFAOYSA-N;CN(C)C(=N)N=C(N)N;CN(C)C(=N)N=C(N)N
SJVQHLPISAIATJ-ZDUSSCGKSA-N;C[C@@H](C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5;CC(C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
LRULVYSBRWUVGR-FOIFJWKZSA-N;C1CN(CCC1CN[C@@H]2CC2C3=CC=CC=C3)CC4=CC=C(C=C4)C(=O)O;C1CN(CCC1CNC2CC2C3=CC=CC=C3)CC4=CC=C(C=C4)C(=O)O
BUROJSBIWGDYCN-GAUTUEMISA-N;C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OP(=O)(C)C)C)/C)O)OC)C)C)/C)OC;CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC
QJJXYPPXXYFBGM-LFZNUXCKSA-N;C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC;CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
JHDKZFFAIZKUCU-ZRDIBKRKSA-N;CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)/C=C/C(=O)NO;CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO
DLBNRDWREIUHLD-UHFFFAOYSA-L;Cl[Pt+2]Cl;Cl[Pt+2]Cl
MKXKFYHWDHIYRV-UHFFFAOYSA-N;CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F;CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
ZROHGHOFXNOHSO-BNTLRKBRSA-L;C1CC[C@H]([C@@H](C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2];C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]
QFJCIRLUMZQUOT-HPLJOQBZSA-N;C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC;CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
CPRAGQJXBLMUEL-UHFFFAOYSA-N;CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4;CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4
QGZYDVAGYRLSKP-UHFFFAOYSA-N;C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO;C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO
RITAVMQDGBJQJZ-FMIVXFBMSA-N;CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4;CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
CCQPAEQGAVNNIA-UHFFFAOYSA-N;C1CC(C1)(C(=O)O)C(=O)O;C1CC(C1)(C(=O)O)C(=O)O
ROFVXGGUISEHAM-UHFFFAOYSA-N;C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N;C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N
JKMWZKPAXZBYEH-BGDIREAQSA-N;C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)/C(=N\NC5=NC6=CC=CC=C6S5)/C1;C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)C(=NNC5=NC6=CC=CC=C6S5)C1
